Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_++Cas_ML_I.raw	I:\Fadime\250307\250308_++Cas_ML_II.raw	I:\Fadime\250307\250308_++Cas_ML_III.raw
SPOA0034	SPOA0034				5.23E+06	3.61E+06	3.86E+06
SPOA0036	SPOA0036				4.58E+06	5.61E+06	5.73E+06
SPOA0037	SPOA0037				379047	478672	391345
SPOA0038	SPOA0038				2.70E+06	2.28E+06	2.47E+06
SPOA0039	SPOA0039				3.55E+06	4.46E+06	4.40E+06
SPOA0042	SPOA0042				4.28E+06	4.71E+06	4.46E+06
SPOA0043	SPOA0043				1.44E+06	1.75E+06	1.76E+06
SPOA0044	SPOA0044				3.33E+06	2.32E+06	2.34E+06
SPOA0045	SPOA0045				1.16E+06	974185	950961
SPOA0046	SPOA0046				1.49E+06	1.52E+06	1.58E+06
SPOA0047	SPOA0047				1.02E+06	859401	806927
SPOA0050	SPOA0050				108153	155486	152134
SPOA0052	SPOA0052				58650.7	44819.4	35686
SPOA0055	SPOA0055				96723.6	165731	172881
SPOA0056	SPOA0056				863937	897107	907491
SPOA0057	SPOA0057				9.98E+06	9.82E+06	9.98E+06
SPOA0058	SPOA0058				739577	1.49E+06	1.70E+06
SPOA0059	SPOA0059				1.28E+07	1.27E+07	1.31E+07
SPOA0060	SPOA0060				105041	96383.6	90384.3
SPOA0061	SPOA0061				4.52E+07	3.90E+07	4.02E+07
SPOA0062	SPOA0062				4.21E+06	3.14E+06	2.89E+06
SPOA0063	SPOA0063				454312	480476	481870
SPOA0064	SPOA0064				1.38E+06	1.70E+06	1.85E+06
SPOA0065	SPOA0065				504317	396973	389362
SPOA0066	SPOA0066				616619	641009	647794
SPOA0067	SPOA0067				122945	128467	179128
SPOA0068	SPOA0068					287856	230154
SPOA0069	SPOA0069				521016	832438	916248
SPOA0070	SPOA0070						
SPOA0071	SPOA0071						
SPOA0072	SPOA0072				3.48E+06	4.93E+06	5.11E+06
SPOA0073	SPOA0073				1.52E+06	1.14E+06	1.11E+06
SPOA0074	SPOA0074				3.59E+06	4.83E+06	5.03E+06
SPOA0075	SPOA0075				746062	1.11E+06	1.22E+06
SPOA0076	SPOA0076				2.09E+06	2.87E+06	3.15E+06
SPOA0077	SPOA0077				7.87E+06	9.87E+06	1.05E+07
SPOA0078	SPOA0078				1.93E+06	2.03E+06	1.81E+06
SPOA0079	SPOA0079				4.48E+06	3.35E+06	3.39E+06
SPOA0081	SPOA0081				340443	329859	355621
SPOA0082	SPOA0082				433176	540361	516420
SPOA0083	SPOA0083				862332	1.07E+06	1.09E+06
SPOA0085	SPOA0085				378416	393796	420397
SPOA0086	SPOA0086				227738	259260	249885
SPOA0087a	SPOA0087a				1.77E+06	1.41E+06	1.41E+06
SPOA0088	SPOA0088				639867	554319	550915
SPOA0093	SPOA0093				3.43E+06	3.51E+06	3.60E+06
SPOA0094	SPOA0094				176005	66871.3	82561.4
SPOA0095	SPOA0095				861641	970873	968723
SPOA0096	SPOA0096				239871	247061	295925
SPOA0097	SPOA0097						
SPOA0098	SPOA0098						
SPOA0099	SPOA0099				226814	475429	6.50E+06
SPOA0100	SPOA0100						
SPOA0101	SPOA0101				85318.8	80702.5	76631
SPOA0102	SPOA0102				1.10E+06	1.08E+06	1.05E+06
SPOA0103	SPOA0103					14413.7	
SPOA0104	SPOA0104				100885	99975.6	105026
SPOA0105	SPOA0105				932449	669330	674139
SPOA0106	SPOA0106				184075	429257	475504
SPOA0107	SPOA0107				452887	631501	670907
SPOA0108	SPOA0108						3965.1
SPOA0109	SPOA0109				5380.94	26049.8	18673.8
SPOA0112	SPOA0112				141037	138310	116583
SPOA0113	SPOA0113				48350.5	65842.5	75083.4
SPOA0115	SPOA0115				437066	440346	375416
SPOA0116	SPOA0116				1.19E+06	969770	1.07E+06
SPOA0117	SPOA0117				887564	654189	680489
SPOA0120	SPOA0120				769766	1.32E+06	1.20E+06
SPOA0121	SPOA0121				584853	766725	768946
SPOA0123	SPOA0123				2.29E+06	2.33E+06	2.19E+06
SPOA0124	SPOA0124				1.89E+06	2.47E+06	2.56E+06
SPOA0125	SPOA0125				923632	1.08E+06	1.06E+06
SPOA0126	SPOA0126				112123	77580.3	78513.2
SPOA0127	SPOA0127				199896	237191	222616
SPOA0128	SPOA0128				785037	433283	476608
SPOA0129	SPOA0129						
SPOA0130	SPOA0130				147714	145355	135696
SPOA0131	SPOA0131						
SPOA0132	SPOA0132					11825.1	12301.8
SPOA0133	SPOA0133				136481	161025	190053
SPOA0137	SPOA0137				7.32E+06	8.00E+06	7.91E+06
SPOA0138	SPOA0138				4.17E+06	7.25E+06	6.98E+06
SPOA0139	SPOA0139				672461	681029	708826
SPOA0140	SPOA0140				1.63E+06	2.13E+06	2.28E+06
SPOA0141	SPOA0141				891186	950419	934492
SPOA0142	SPOA0142				802100	742613	789759
SPOA0143	SPOA0143				1.27E+06	1.47E+06	1.38E+06
SPOA0144	SPOA0144				260687	280076	277700
SPOA0145	SPOA0145				574302	514530	505595
SPOA0146	SPOA0146				3.00E+06	3.44E+06	3.56E+06
SPOA0147	SPOA0147				590677	786621	755945
SPOA0149	SPOA0149				315801	331032	290523
SPOA0150	SPOA0150				199688	206529	189586
SPOA0153	SPOA0153				106786	135043	149836
SPOA0154	SPOA0154				133575	157420	167812
SPOA0155	SPOA0155				501907	111109	200059
SPOA0156	SPOA0156				3.55E+06	4.26E+06	3.74E+06
SPOA0157	SPOA0157					27086	22864.9
SPOA0158	SPOA0158				3.58E+06	3.34E+06	3.60E+06
SPOA0159	SPOA0159				225381	266500	258812
SPOA0160	SPOA0160						
SPOA0162	SPOA0162				202256	148176	140528
SPOA0163	SPOA0163				115397		51004.8
SPOA0164	SPOA0164				208765	386141	293906
SPOA0165	SPOA0165				408384	406458	399239
SPOA0166	SPOA0166				258322	288318	277667
SPOA0168	SPOA0168				213755	146270	157765
SPOA0169	SPOA0169				1.27E+06	1.45E+06	1.39E+06
SPOA0170	SPOA0170				1.19E+06	1.05E+06	1.07E+06
SPOA0171	SPOA0171					26231.5	
SPOA0172	SPOA0172				254181		147548
SPOA0173	SPOA0173				436116	549021	501217
SPOA0174	SPOA0174				1.11E+06	1.08E+06	1.11E+06
SPOA0175	SPOA0175				157457	160319	148334
SPOA0176	SPOA0176				191567	217868	165016
SPOA0180	SPOA0180				309159	635577	719887
SPOA0184	SPOA0184						
SPOA0185	SPOA0185						
SPOA0186	SPOA0186				825915	621751	656868
SPOA0187	SPOA0187				90446.6	137095	113925
SPOA0189	SPOA0189					105210	93096.1
SPOA0191	SPOA0191				108727	126735	133404
SPOA0192	SPOA0192					38554.5	33386.5
SPOA0194	SPOA0194				30006.3	12146.8	16843
SPOA0199	SPOA0199						
SPOA0202	SPOA0202				1.33E+07	1.53E+07	1.57E+07
SPOA0203	SPOA0203				1.24E+06	1.21E+06	1.21E+06
SPOA0204	SPOA0204				1.04E+06	1.06E+06	868360
SPOA0205	SPOA0205				2.23E+06	2.59E+06	2.50E+06
SPOA0206	SPOA0206				3.69E+06	3.74E+06	3.71E+06
SPOA0207	SPOA0207				2.57E+06	2.74E+06	2.77E+06
SPOA0208	SPOA0208				7.98E+06	9.57E+06	9.55E+06
SPOA0209	SPOA0209				1.18E+06	1.35E+06	1.30E+06
SPOA0210	SPOA0210				41896	66477	61455.2
SPOA0211	SPOA0211				2.30E+06	2.62E+06	2.45E+06
SPOA0215	SPOA0215				10108.4		10138.4
SPOA0218	SPOA0218				353004	489932	505786
SPOA0220	SPOA0220				155709	227166	192173
SPOA0221	SPOA0221						
SPOA0228	SPOA0228				185497	127622	148294
SPOA0230	SPOA0230				375419	456003	409349
SPOA0231	SPOA0231					104091	
SPOA0235	SPOA0235				1.24E+06	1.10E+06	1.06E+06
SPOA0236	SPOA0236				815126	784417	772346
SPOA0237	SPOA0237				518471	629162	599209
SPOA0241	SPOA0241				289671	324713	362642
SPOA0242	SPOA0242				2.23E+06	2.19E+06	2.25E+06
SPOA0243	SPOA0243				617925	628925	666704
SPOA0244	SPOA0244				496695	620812	673627
SPOA0245	SPOA0245				443335	439556	435601
SPOA0246	SPOA0246				273500	243024	247927
SPOA0247	SPOA0247				485401	617133	403813
SPOA0249	SPOA0249				831495	1.01E+06	644222
SPOA0252	SPOA0252				1.45E+06	1.33E+06	1.38E+06
SPOA0253	SPOA0253				282449	889645	711921
SPOA0256	SPOA0256				204340	279115	328282
SPOA0257	SPOA0257				94706		95325.5
SPOA0258	SPOA0258					67025	29614
SPOA0259	SPOA0259				725411	756440	785429
SPOA0260	SPOA0260				771016	690322	729516
SPOA0261	SPOA0261				2.93E+06	2.95E+06	2.90E+06
SPOA0262	SPOA0262				269044	468085	372487
SPOA0263	SPOA0263						
SPOA0265	SPOA0265				297803	355927	288612
SPOA0267	SPOA0267				43242.6	47793	59761.2
SPOA0268	SPOA0268				421046	364780	397249
SPOA0269	SPOA0269					4.80E+06	4.27E+06
SPOA0270	SPOA0270				128762		
SPOA0271	SPOA0271						
SPOA0272a	SPOA0272a				2.40E+06	3.54E+06	3.57E+06
SPOA0273	SPOA0273				727850	794758	796397
SPOA0274	SPOA0274				351815	323111	295489
SPOA0275	SPOA0275				343917	351411	359771
SPOA0276	SPOA0276				1.38E+06	1.77E+06	1.80E+06
SPOA0277	SPOA0277				68268.7	78868.1	147143
SPOA0278	SPOA0278					27301.4	
SPOA0279	SPOA0279				35240.5	73755.2	55679.5
SPOA0280	SPOA0280				1.04E+06	1.31E+06	1.42E+06
SPOA0281	SPOA0281				369188	376174	372324
SPOA0282	SPOA0282				5.93E+06	6.05E+06	5.79E+06
SPOA0284	SPOA0284				403150	396000	423138
SPOA0285	SPOA0285				2.53E+06	3.12E+06	3.11E+06
SPOA0286	SPOA0286				940896	1.18E+06	1.22E+06
SPOA0287	SPOA0287				621400	1.04E+06	1.65E+06
SPOA0288	SPOA0288				322629	270807	279513
SPOA0289	SPOA0289				378400	342239	359847
SPOA0290	SPOA0290				845136	880860	855577
SPOA0291	SPOA0291				9.23E+06	8.31E+06	8.56E+06
SPOA0292	SPOA0292				3.22E+06	3.81E+06	3.70E+06
SPOA0293	SPOA0293				472295	357508	403527
SPOA0294	SPOA0294				3.82E+06	3.46E+06	3.51E+06
SPOA0295	SPOA0295				168183	138510	156645
SPOA0296	SPOA0296				511801	473572	458857
SPOA0297	SPOA0297				107472	143237	134259
SPOA0299	SPOA0299						
SPOA0300	SPOA0300				620293	674939	720534
SPOA0301	SPOA0301				1.37E+06	1.43E+06	1.42E+06
SPOA0302	SPOA0302				461227	401475	395552
SPOA0303	SPOA0303				3.16E+06	3.47E+06	3.32E+06
SPOA0304	SPOA0304				2.89E+06	3.35E+06	3.21E+06
SPOA0305	SPOA0305				744298	1.16E+06	789638
SPOA0306	SPOA0306				4.41E+06	5.37E+06	5.32E+06
SPOA0309	SPOA0309				752460	715486	716241
SPOA0310	SPOA0310				189563	127684	118207
SPOA0311	SPOA0311				189565	179496	174714
SPOA0314	SPOA0314				309988	302999	268990
SPOA0315	SPOA0315				2.94E+07	3.44E+07	3.41E+07
SPOA0316	SPOA0316				7.20E+06	8.39E+06	8.87E+06
SPOA0317	SPOA0317				326665	380552	356686
SPOA0318	SPOA0318				100781	133778	101887
SPOA0319	SPOA0319				891151	912753	846198
SPOA0320	SPOA0320				200249	259100	219084
SPOA0321	SPOA0321				583996	238435	324184
SPOA0322	SPOA0322				2.19E+06	2.58E+06	2.45E+06
SPOA0323	SPOA0323				1.28E+06	1.79E+06	1.57E+06
SPOA0324	SPOA0324				1.77E+06	1.89E+06	1.82E+06
SPOA0325	SPOA0325				1.46E+06	1.53E+06	1.52E+06
SPOA0326	SPOA0326				483859	477603	550783
SPOA0328	SPOA0328				510534	365011	386287
SPOA0330	SPOA0330				455218	331002	335236
SPOA0332	SPOA0332				148206	124114	203659
SPOA0333	SPOA0333				73335		
SPOA0335	SPOA0335				199236	236864	233518
SPOA0336	SPOA0336				823354	740646	817278
SPOA0337	SPOA0337						
SPOA0338	SPOA0338				731336	611645	661413
SPOA0339	SPOA0339				248764	303132	279787
SPOA0340	SPOA0340				2.46E+06	3.84E+06	3.72E+06
SPOA0341	SPOA0341				1.55E+06	1.73E+06	1.95E+06
SPOA0342	SPOA0342				365434	816656	658875
SPOA0343	SPOA0343				951571	1.29E+06	1.13E+06
SPOA0344	SPOA0344				1.39E+06	1.33E+06	1.33E+06
SPOA0345	SPOA0345				4.38E+06	3.83E+06	3.59E+06
SPOA0346	SPOA0346				248785	423374	323466
SPOA0347	SPOA0347				448428	621591	484950
SPOA0348	SPOA0348				3.84E+06	3.10E+06	3.25E+06
SPOA0349	SPOA0349				420626	361076	372832
SPOA0352	SPOA0352				753689	893172	800149
SPOA0353	SPOA0353				821753	1.22E+06	698760
SPOA0354	SPOA0354				325130	546242	305313
SPOA0355	SPOA0355				602628	582212	1.48E+06
SPOA0356	SPOA0356				254769	281047	273266
SPOA0357	SPOA0357				1.01E+06	1.33E+06	1.24E+06
SPOA0358	SPOA0358				1.13E+06	1.16E+06	1.08E+06
SPOA0360	SPOA0360				147324	134988	142824
SPOA0362	SPOA0362				619574	730223	808525
SPOA0364	SPOA0364				5.60E+06	3.57E+06	
SPOA0365	SPOA0365				324844	329939	352400
SPOA0369	SPOA0369				105700	156656	151045
SPOA0374	SPOA0374				236710	610517	531302
SPOA0375	SPOA0375				248463	193137	221754
SPOA0377	SPOA0377				417623	474786	407411
SPOA0378	SPOA0378				229659	206975	239309
SPOA0379	SPOA0379				240531	278484	245764
SPOA0380	SPOA0380				279052	234222	242836
SPOA0381	SPOA0381				107048	279381	243627
SPOA0382	SPOA0382				253571	299350	296920
SPOA0383	SPOA0383				109990	99769.1	111188
SPOA0385	SPOA0385				399467	353308	316248
SPOA0386	SPOA0386				696442	547771	510187
SPOA0387	SPOA0387				335037	502053	484507
SPOA0388	SPOA0388						
SPOA0389	SPOA0389				1.43E+06	1.09E+06	1.11E+06
SPOA0390	SPOA0390				1.87E+06	1.92E+06	1.87E+06
SPOA0391	SPOA0391						
SPOA0392	SPOA0392				393848	266490	258096
SPOA0393	SPOA0393						
SPOA0395	SPOA0395				311547	154044	180904
SPOA0396	SPOA0396				198237	272531	293554
SPOA0397	SPOA0397				864919	624705	635988
SPOA0399	SPOA0399				107289	165004	209174
SPOA0400	SPOA0400				701972	759228	724204
SPOA0401	SPOA0401				361456	382697	400489
SPOA0402	SPOA0402				173346		96955.2
SPOA0403	SPOA0403				880703	837232	908240
SPOA0404	SPOA0404				1.66E+06	1.96E+06	1.88E+06
SPOA0405	SPOA0405				519301	416499	438257
SPOA0406	SPOA0406				397335	357502	377460
SPOA0407	SPOA0407				1.28E+06	1.18E+06	1.20E+06
SPOA0408	SPOA0408				1.63E+06	1.42E+06	1.46E+06
SPOA0409	SPOA0409				788752	892062	924470
SPOA0410	SPOA0410				155303	240018	282912
SPOA0412	SPOA0412				1.45E+07	1.56E+07	1.66E+07
SPOA0413	SPOA0413				3.69E+06	5.88E+06	7.46E+06
SPOA0414	SPOA0414				1.74E+07	1.70E+07	1.71E+07
SPOA0415	SPOA0415				795078	899837	1.01E+06
SPOA0416	SPOA0416				908575	986833	988699
SPOA0417	SPOA0417				212892	298879	304426
SPOA0418	SPOA0418				1.02E+06	1.28E+06	1.30E+06
SPOA0419	SPOA0419				467797	656745	874078
SPOA0421	SPOA0421				104139	133014	
SPOA0423	SPOA0423				973555	1.40E+06	1.40E+06
SPOA0424	SPOA0424				1.19E+06	1.09E+06	1.10E+06
SPOA0425	SPOA0425				1.31E+06	1.09E+06	1.06E+06
SPOA0426	SPOA0426				367816	284617	271807
SPOA0427	SPOA0427				2.66E+06	3.93E+06	3.54E+06
SPOA0428	SPOA0428				8.62E+06	7.57E+06	8.28E+06
SPOA0429	SPOA0429				2.18E+06	2.59E+06	2.61E+06
SPOA0430	SPOA0430				7.48E+06	6.93E+06	7.30E+06
SPOA0431	SPOA0431				95969.5	100602	143155
SPOA0432	SPOA0432				4.76E+06	4.90E+06	5.19E+06
SPOA0433	SPOA0433				2.32E+06	3.15E+06	3.24E+06
SPOA0434	SPOA0434				3.34E+06	3.92E+06	3.77E+06
SPOA0435	SPOA0435				4.56E+06	4.52E+06	4.68E+06
SPOA0436	SPOA0436				2.06E+06	2.84E+06	2.93E+06
SPOA0437	SPOA0437				6.15E+06	6.68E+06	6.58E+06
SPOA0438	SPOA0438				8.45E+06	1.44E+07	1.54E+07
SPOA0439	SPOA0439				2.86E+07	2.66E+07	2.63E+07
SPOA0440	SPOA0440				2.35E+07	2.05E+07	2.14E+07
SPOA0441	SPOA0441				707661	681005	588770
SPOA0443	SPOA0443						
SPOA0444	SPOA0444				1.64E+07	1.44E+07	1.34E+07
SPOA0445	SPOA0445				302770	272910	282166
SPOA0446	SPOA0446				379297	355619	344732
SPOA0449	SPOA0449				811815	704767	734489
SPOA0451	SPOA0451				1.13E+06	866974	994059
SPOA0452	SPOA0452				2.39E+06	2.56E+06	2.62E+06
