Accession Number	Annotation	1	2	3
SPO0937	UPF0235 protein SPO0937	428212	435433	386376
SPO0938	Phosphomannomutase	4.42E+06	3.84E+06	3.58E+06
SPO0939	"Peptidase, M48 family"	9.54E+06	9.91E+06	9.32E+06
SPO0940	Impact N-terminal domain-containing protein	1.88E+06	1.75E+06	1.76E+06
SPO0941	DUF6455 domain-containing protein		51491.6	36500.4
SPO0942	DUF6455 domain-containing protein	83389.8	117465	45014.5
SPO0943	Iron-binding zinc finger CDGSH type domain-containing protein	7.55E+06	7.56E+06	7.50E+06
SPO0944	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	2.97E+06	2.90E+06	2.83E+06
SPO0945	AsmA family protein	4.01E+06	4.29E+06	4.15E+06
SPO0946	"Phosphomannomutase/phosphoglucomutase (EC 5.4.2.2, EC 5.4.2.8)"	9.12E+06	9.12E+06	9.20E+06
SPO0947	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)	1.16E+07	1.10E+07	1.12E+07
SPO0948	"Capsular polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family"	3.17E+06	3.14E+06	3.17E+06
SPO0949	Capsular polysaccharide export ATP-binding protein (EC 3.6.3.38)	2.09E+06	1.99E+06	2.04E+06
SPO0950	"Uracil-DNA glycosylase, putative"	407510	403876	447664
SPO0951	SseB protein N-terminal domain-containing protein	907406	900875	878603
SPO0953	Glutathione S-transferase family protein	1.40E+07	1.36E+07	1.35E+07
SPO0954	YHS domain protein	2.59E+06	2.41E+06	2.47E+06
SPO0955	Amidohydrolase domain protein	2.07E+06	2.00E+06	2.00E+06
SPO0956	GcrA cell cycle regulator	9.75E+06	1.04E+07	9.50E+06
SPO0957	Transport permease protein	200411	146542	208193
SPO0958	"Membrane protein, putative"	95927.8	107765	96781.7
SPO0961	Putative zinc ribbon domain-containing protein	3.49E+06	3.38E+06	3.40E+06
SPO0962	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	4.27E+06	4.44E+06	4.34E+06
SPO0963	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	5.09E+06	4.97E+06	4.96E+06
SPO0964	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	562398	518240	515181
SPO0965	"Acetyltransferase, GNAT family"	539384	485232	498876
SPO0966	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	340711	285311	316331
SPO0967	Phosphate transporter	2.39E+06	2.26E+06	2.41E+06
SPO0968	"Hydrolase, NUDIX family"	1.74E+06	1.76E+06	1.72E+06
SPO0971	"Oxidoreductase, GMC family"	860545	849533	875389
SPO0972	ATP-dependent helicase HrpB	1.19E+06	1.18E+06	1.16E+06
SPO0973	LAO/AO transport system ATPase (EC 2.7.-.-)	3.84E+06	3.84E+06	3.91E+06
SPO0974	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	3.60E+07	3.74E+07	3.64E+07
SPO0975	DUF2946 domain-containing protein	316808		305466
SPO0976	Copper-binding protein	2.44E+06	2.26E+06	2.38E+06
SPO0977	Ornithine cyclodeaminase/mu-crystallin family protein	445708	456933	461580
SPO0978	NAD-dependent protein deacylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)	313174	309109	333354
SPO0979	protein-tyrosine-phosphatase (EC 3.1.3.48)	889044	882874	906348
SPO0980	"Transcriptional regulator, LysR family"	1.70E+06	1.69E+06	1.77E+06
SPO0981	Histidinol dehydrogenase homolog (EC 1.1.-.-)	164627	119366	162607
SPO0982	Uncharacterized protein	685135	733340	724512
SPO0983	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	8.01E+06	7.91E+06	7.75E+06
SPO0985	Zinc import ATP-binding protein ZnuC (EC 7.2.2.20)	1.68E+06	1.79E+06	1.66E+06
SPO0986	Zinc uptake regulation protein	1.56E+06	1.61E+06	1.55E+06
SPO0987	High-affinity zinc uptake system protein ZnuA	2.11E+06	2.16E+06	2.17E+06
SPO0989	Transcriptional regulator SoxR	1.35E+06	1.32E+06	1.18E+06
SPO0990	Regulatory protein SoxS	233457	244569	206034
SPO0992	Thioredoxin SoxW	720519	689828	737127
SPO0993	Monoheme cytochrome c SoxX
SPO0994	Sulfur oxidation Y protein	3.99E+06	3.75E+06	3.73E+06
SPO0995	Sulfur oxidation Z protein	3.37E+06	3.45E+06	3.36E+06
SPO0996	SoxAX cytochrome complex subunit A (EC 2.8.5.2) (Protein SoxA) (Sulfur oxidizing protein A) (Thiosulfate-oxidizing multienzyme system protein SoxA)	669464	690311	639710
SPO0997	Sulfur oxidation B protein	652348	634015	672439
SPO0998	Sulfur oxidation molybdopterin C protein	354448	355575	333484
SPO0999	Diheme cytochrome c SoxD	144799	169898
SPO1001	Sulfur oxidation F protein	565906	534891	575807
SPO1002	"Transcriptional regulator, AraC family"	1.33E+06	1.31E+06	1.33E+06
SPO1003	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	5.33E+07	5.11E+07	5.39E+07
SPO1004	ATP-dependent Clp protease ATP-binding subunit ClpX	2.54E+07	2.50E+07	2.53E+07
SPO1005	Endoribonuclease L-PSP family protein	4.98E+06	4.31E+06	4.41E+06
SPO1006	"NADH dehydrogenase subunit, putative"	1.50E+07	1.49E+07	1.51E+07
SPO1007	Mce/MlaD domain-containing protein	7.27E+06	7.80E+06	7.56E+06
SPO1008	DUF2155 domain-containing protein	2.65E+06	2.64E+06	2.61E+06
SPO1009	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	511453	515540	578071
SPO1010	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	1.40E+07	1.39E+07	1.39E+07
SPO1011	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	1.79E+07	1.84E+07	1.70E+07
SPO1012	"Transcriptional regulator, LuxR family"	801172	754720	776252
SPO1013	Thiolase family protein	1.09E+06	1.03E+06	1.06E+06
SPO1014	AMP-binding enzyme	288824	304552	307804
SPO1015	"3-hydroxybutyrate dehydrogenase, putative"	505374	434927	430852
SPO1016	Glycosyl transferase family 2	708709	702898	709188
SPO1017	"Branched-chain amino acid ABC transporter, ATP-binding protein"	150747	153951	149647
SPO1018	"Branched-chain amino acid ABC transporter, ATP-binding protein"	170787	124648	359899
SPO1019	"Branched-chain amino acid ABC transporter, permease protein"
SPO1020	"Branched-chain amino acid ABC transporter, permease protein"
SPO1021	"Branched-chain amino acid ABC transporter, periplasmic substrate-binding protein"	47346.4	127665	66165.3
SPO1022	"Transcriptional regulator, putative"	1.47E+06	1.46E+06	1.48E+06
SPO1023	Response regulator	884752	862090	966481
SPO1024	Uncharacterized protein	120443	150445	262991
SPO1025	histidine kinase (EC 2.7.13.3)	226741	216217	225901
SPO1026	Flagellar motor switch protein FliN-like C-terminal domain-containing protein	1.85E+06	2.05E+06	1.03E+06
SPO1027	Beta-lactamase hydrolase-like protein phosphatase-like domain-containing protein	5.72E+06	5.48E+06	5.45E+06
SPO1028	YeeE/YedE family protein	948676	936012	1.05E+06
SPO1029	YeeE/YedE family protein	247165	217734	240465
SPO1030	Metallo-beta-lactamase family protein	3.44E+06	3.42E+06	3.34E+06
SPO1031	Uncharacterized protein	72912.7	104667	140289
SPO1032	Uncharacterized protein	673563	619866	611931
SPO1033	GapR-like DNA-binding domain-containing protein	3.12E+06	2.69E+06	2.28E+06
SPO1034	Uncharacterized protein	6.44E+06	6.31E+06	6.33E+06
SPO1036	"Site-specific recombinase, phage integrase family"	870408	841073	809026
SPO1037	Uncharacterized protein	1.41E+06	1.30E+06	1.20E+06
SPO1041	Uncharacterized protein	172114	154425	183147
SPO1044	Terminase large subunit gp17-like C-terminal domain-containing protein	99549.6	93650.3	88540.3
SPO1044a	Unknown	1.85E+06	1.77E+06	1.71E+06
SPO1045	HEPN domain-containing protein	516139	587689	629744
SPO1046	Uncharacterized protein	2.13E+06	2.23E+06	2.23E+06
SPO1047	RNA-directed DNA polymerase (EC 2.7.7.49)	1.78E+06	1.79E+06	1.75E+06
SPO1048	Restriction endonuclease type II NotI domain-containing protein	1.97E+06	1.92E+06	2.05E+06
SPO1049	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)	3.34E+06	3.39E+06	3.23E+06
SPO1051	Uncharacterized protein	129943
SPO1053	Cell division protein ZipA	923155	871842	842954
SPO1054	Integral membrane protein	177470	142566	120634
SPO1055	"Membrane protein, putative"		13491.8
SPO1056	NmrA-like domain-containing protein	131106	152561	120987
SPO1057	"Transcriptional regulator, AraC family"	793628	824866	761601
SPO1058	"Acyltransferase, HtrB family"	804722	840395	770827
SPO1059	Serine/threonine protein kinase (EC 2.7.1.-)	3.52E+06	3.27E+06	3.19E+06
SPO1060	Solute-binding protein family 3/N-terminal domain-containing protein	1.85E+06	1.78E+06	1.72E+06
SPO1061	LysM domain protein	4.75E+06	4.75E+06	4.55E+06
SPO1062	LysM domain protein	2.66E+07	2.60E+07	2.58E+07
SPO1063	FHA domain-containing protein	1.43E+06	1.61E+06	1.48E+06
SPO1064	"Serine/threonine protein phosphatase, putative"	1.54E+06	1.67E+06	1.55E+06
SPO1065	G domain-containing protein	2.22E+06	2.24E+06	2.21E+06
SPO1066	Uncharacterized protein	2.31E+06	2.40E+06	2.49E+06
SPO1067	Roadblock/LAMTOR2 domain-containing protein			12273.8
SPO1068	Dynamin N-terminal domain-containing protein	2.13E+06	2.13E+06	2.13E+06
SPO1069	Dynamin N-terminal domain-containing protein	5.37E+06	5.22E+06	5.30E+06
SPO1070	FAD-dependent oxidoreductase 2 FAD binding domain-containing protein	415526	410513	403428
SPO1071	"Glutamine amidotransferase, class-I"	576069	473798	479858
SPO1072	Probable transcriptional regulatory protein SPO1072	2.13E+07	2.11E+07	2.19E+07
SPO1073	Bordetella uptake gene family protein	748728	753383	751673
SPO1076	TrkA-C domain protein	929825	890088	845703
SPO1077	Nitroreductase family protein	382876	397278	392518
SPO1078	"Transcriptional regulator, LysR family"	533606	469861	527590
SPO1080	"Membrane protein, putative"	38083.5	45577	32653
SPO1081	DUF1036 domain-containing protein	1.31E+06	1.17E+06	1.25E+06
SPO1082	HTH-type transcriptional regulator BetI	1.80E+06	1.76E+06	1.74E+06
SPO1083	Choline sulfatase (EC 3.1.6.6)	2.10E+06	2.00E+06	2.09E+06
SPO1084	Lumazine-binding protein	38466.5	44656.6	42350.2
SPO1085	Carboxyvinyl-carboxyphosphonate phosphorylmutase	7.57E+06	7.54E+06	7.55E+06
SPO1086	HTH-type transcriptional regulator BetI	2.55E+06	2.90E+06	2.62E+06
SPO1087	"Membrane protein, putative"	129519
SPO1088	Choline dehydrogenase (EC 1.1.99.1)	321083	299602	287350
SPO1089	DUF465 domain-containing protein	869541	751807	742398
SPO1090	"DNA-binding protein, putative"	1.22E+06	1.24E+06	1.22E+06
SPO1091	YCII-related domain protein	103726	146037
SPO1092	"Transcriptional regulator, LysR family"	779489	804339	796616
SPO1093	Bcr/CflA family efflux transporter	715622	581173	525993
SPO1094	"Propionyl-CoA carboxylase, beta subunit (EC 6.4.1.3)"	9.01E+06	8.69E+06	8.40E+06
SPO1094a	Unknown	3.31E+06	3.30E+06	3.30E+06
SPO1096	"Lipoprotein, putative"	551408	481650	512881
SPO1097	Fido domain-containing protein	2.67E+06	2.71E+06	2.63E+06
SPO1101	Propionyl-CoA carboxylase alpha chain (EC 6.4.1.3)	1.31E+07	1.26E+07	1.27E+07
SPO1102	"Lipoprotein, putative"	809223	779306	717125
SPO1103	DUF4174 domain-containing protein	1.80E+06	1.77E+06	1.67E+06
SPO1104	Sulfotransferase family protein			75718.8
SPO1105	methylmalonyl-CoA mutase (EC 5.4.99.2)	7.81E+06	7.69E+06	7.55E+06
SPO1106	Glyoxalase-like domain-containing protein	423880	444345	410811
SPO1107	"Phosphinothricin N-acetyltransferase, putative"	393627	414468	430202
SPO1108	"DnaJ-like protein DjlA, putative"	1.87E+06	1.93E+06	1.91E+06
SPO1109	Endonuclease/exonuclease/phosphatase family protein	410086	417219	384563
SPO1110	"Transcriptional regulator, LysR family"	1.04E+06	1.03E+06	1.04E+06
SPO1111	Putative hydro-lyase SPO1111 (EC 4.2.1.-)	270202	286661	267187
SPO1112	"TRAP transporter, periplasmic protein"	1.50E+06	1.69E+06	1.47E+06
SPO1114	TRAP transporter large permease protein
SPO1115	DUF2848 domain-containing protein	232805	263002	230711
SPO1116	Peptidoglycan binding-like domain-containing protein	363445	385272	350197
SPO1117	"Phosphatase, Ppx/GppA family"	3.37E+06	3.35E+06	3.32E+06
SPO1118	Chromosomal replication initiator protein DnaA domain-containing protein	1.73E+06	1.59E+06	1.70E+06
SPO1119	Membrane protein	1.68E+06	1.58E+06	1.78E+06
SPO1120	HTH luxR-type domain-containing protein	1.40E+06	1.38E+06	1.30E+06
SPO1121	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	1.77E+07	1.79E+07	1.82E+07
SPO1122	Uncharacterized protein	95604.3	79273.9
SPO1123	Lipoprotein releasing system transmembrane protein LolE	5.81E+06	5.63E+06	5.90E+06
SPO1124	Lipoprotein-releasing system ATP-binding protein LolD (EC 7.6.2.-)	3.16E+06	2.96E+06	3.27E+06
SPO1125	Cytochrome c domain-containing protein	79736.9	110000	94620.3
SPO1126	Cytochrome c family protein		71275.3	89915
SPO1127	Cytochrome c family protein	310977	254192	280453
SPO1128	Lipoprotein	659513	690094	729759
SPO1129	DNA-3-methyladenine glycosylase I	1.88E+06	1.88E+06	1.85E+06
SPO1130	Thioesterase family protein	567602	554982	515446
SPO1131	"Glycine betaine/proline ABC transporter, periplasmic substrate-binding protein"	1.01E+07	1.06E+07	1.01E+07
SPO1132	Quaternary amine transport ATP-binding protein (EC 7.6.2.9)	1.08E+06	1.41E+06	1.10E+06
SPO1133	"Glycine betaine/proline ABC transporter, permease protein"	747838	697028	811197
SPO1134	NnrU family protein	300728	320300	323410
SPO1135	3-dehydroquinate dehydratase	4.21E+06	4.45E+06	4.11E+06
SPO1136	Diaminobutyric acid transaminase	849553	794017	820211
SPO1137	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.16)	140651	113030	128252
SPO1138	"AsnC/Lrp-like DNA-binding protein, transcriptional regulator"	136087	104461	112652
SPO1139	"N-acetyl-L-2,4-diaminobutyric acid deacetylase"	623457	616247	563611
SPO1140	Ectoine hydrolase	835337	752508	755728
SPO1141	Ornithine cyclodeaminase/mu-crystallin family protein	394856	355633	395060
SPO1142	"Threonine dehydratase, putative"	510517	420238	485599
SPO1143	Ectoine utilization protein EutA	234267	231748	187733
SPO1147	Ectoine/5-hydroxyectoine-binding periplasmic protein UehA (Uptake of ectoine and hydroxyectoine protein A)	84106.2	86424.3	105840
SPO1148	"Transcriptional regulator, GntR family"	1.26E+06	1.25E+06	1.20E+06
SPO1150	"RNA methyltransferase, TrmH family, group 3"	4.80E+06	4.82E+06	4.82E+06
SPO1151	Uncharacterized protein	497367	433510	366535
SPO1152	"Twin-arginine translocation pathway signal sequence domain protein, putative"	1.08E+06	980190	1.09E+06
SPO1153	CoA-binding domain protein	3.91E+06	3.90E+06	4.09E+06
SPO1154	"Lipoprotein, putative"	5.89E+06	5.76E+06	5.98E+06
SPO1155	Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)	841413	940319	833976
SPO1156	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	4.70E+06	4.68E+06	4.52E+06
SPO1157	DUF2867 domain-containing protein	844578	867568	855072
SPO1158	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 1 (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase 1)	8.64E+06	8.50E+06	8.25E+06
SPO1159	DUF2147 domain-containing protein	4.40E+06	4.22E+06	3.91E+06
SPO1160	Thioredoxin domain-containing protein	522094	490397	505994
SPO1161	"Transcriptional regulator, AraC family"	2.47E+06	2.54E+06	2.49E+06
SPO1162	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	4.26E+06	4.59E+06	4.19E+06
SPO1163	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	6.83E+06	6.84E+06	6.77E+06
SPO1164	Transcription regulator AsnC/Lrp ligand binding domain-containing protein	6.58E+06	6.47E+06	6.55E+06
SPO1165	VWFA domain-containing protein	45218.3	35979.1	36609.8
SPO1166	"Aminotransferase, class III family"	1.09E+07	1.12E+07	1.11E+07
SPO1171	Pyruvate carboxylase (EC 6.4.1.1)	3.50E+07	3.45E+07	3.50E+07
SPO1172	FMN-dependent alpha-hydroxy acid dehydrogenase family protein	5.62E+06	5.94E+06	5.82E+06
SPO1173	diguanylate cyclase (EC 2.7.7.65)	111385	115697	107990
SPO1174	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	3.24E+06	3.29E+06	3.24E+06
SPO1176	Ser/Thr protein phosphatase family protein	1.23E+06	1.19E+06	1.22E+06
SPO1177	DUF1127 domain-containing protein	3.37E+06	3.23E+06	2.75E+06
SPO1178	Transcriptional regulator MraZ	6.73E+06	6.90E+06	7.12E+06
SPO1179	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	1.85E+06	1.93E+06	1.96E+06
SPO1180	Cell division protein FtsL	1.20E+06	1.27E+06	1.29E+06
SPO1181	Penicillin-binding protein	1.19E+06	1.27E+06	1.29E+06
SPO1182	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)"	4.03E+06	3.89E+06	3.99E+06
SPO1183	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	3.34E+06	3.36E+06	3.22E+06
SPO1184	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	1.00E+06	893522	1.01E+06
SPO1185	Uncharacterized protein	1.05E+06	1.03E+06	987443
SPO1186	TPR domain protein	1.13E+06	1.20E+06	1.07E+06
SPO1187	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	1.30E+06	1.22E+06	1.28E+06
SPO1188	NAD(FAD)-utilizing dehydrogenase	2.06E+06	1.94E+06	1.99E+06
SPO1190	Transcriptional regulator family protein	270282	283103	253338
SPO1191	Glutathione S-transferase (EC 2.5.1.18)	1.01E+06	1.02E+06	1.03E+06
SPO1192	Lumazine-binding protein	438941	391044	441514
SPO1193	Tautomerase (EC 5.3.2.-)	35223.7
SPO1194	Probable peptidoglycan glycosyltransferase FtsW (EC 2.4.99.28) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase)	1.27E+06	1.11E+06	1.32E+06
SPO1195	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	7.26E+06	7.01E+06	7.60E+06
SPO1196	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	1.61E+07	1.62E+07	1.66E+07
SPO1197	Amino acid permease	782283	624360	760437
SPO1198	DUF2484 family protein		91917.6	91292.3
SPO1200	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	2.10E+06	2.11E+06	2.17E+06
SPO1201	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	9.26E+06	9.41E+06	9.03E+06
SPO1202	Cell division protein FtsQ	1.43E+06	1.42E+06	1.43E+06
SPO1203	Cell division protein FtsA	3.81E+06	3.51E+06	3.51E+06
SPO1204	Cell division protein FtsZ	2.26E+07	2.26E+07	2.25E+07
SPO1205	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	2.19E+06	2.19E+06	2.02E+06
SPO1206	Outer membrane protein assembly factor BamD	4.44E+06	4.29E+06	4.65E+06
SPO1207	DNA repair protein RecN (Recombination protein N)	3.85E+06	3.85E+06	3.75E+06
SPO1208	Voltage-gated chloride channel family protein	559978	594229	596082
SPO1209	Microcystinase C (MlrC)	2.06E+06	2.17E+06	2.18E+06
SPO1210	"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein"	3.92E+06	3.83E+06	3.75E+06
SPO1211	"Oligopeptide ABC transporter, permease protein"	327286	330692	379498
SPO1212	"Oligopeptide ABC transporter, permease protein"	2.07E+06	2.12E+06	2.09E+06
SPO1213	"Oligopeptide ABC transporter, ATP-binding protein"	1.92E+06	1.92E+06	1.93E+06
SPO1214	Hippurate hydrolase (EC 3.5.1.32)	6.67E+06	6.26E+06	6.61E+06
SPO1215	"Peptidase, M20/M25/M40 family"	2.39E+06	2.37E+06	2.29E+06
SPO1217	"DNA-binding protein, putative"	157881	168824	137933
SPO1218	"Site-specific recombinase, phage integrase family"	242044	271357	267430
SPO1219	"Site-specific recombinase, phage integrase family"	834108	803487	743117
SPO1220	Uncharacterized protein	1.35E+06	1.22E+06	1.42E+06
SPO1221	KAP NTPase domain-containing protein	2.00E+06	2.09E+06	2.15E+06
SPO1226	"Lipoprotein, putative"	520899	509003	523115
SPO1226a	Unknown	684766	754966	692789
SPO1228	Uncharacterized protein	186773	191184	155905
SPO1229	Uncharacterized protein	145236	155746	129251
SPO1230	TraD/TraG TraM recognition site domain-containing protein	356620	347260	350612
SPO1232	"DNA-binding protein, H-NS family"	192410	199812	222081
SPO1233	Helicase ATP-binding domain-containing protein	229010	248278	228035
SPO1234	ABC-three component systems C-terminal domain-containing protein	2.42E+06	2.50E+06	2.39E+06
SPO1235	DUF2326 domain-containing protein	1.74E+06	1.73E+06	1.69E+06
