Accession Number	Annotation	1	2	3
SPO2312	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	4.73E+07	4.88E+07	5.01E+07
SPO2313	ABM domain-containing protein	16599	21690.3	21811.3
SPO2314	"Periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily"	6.65E+06	5.92E+06	6.20E+06
SPO2315	Heme exporter protein C (Cytochrome c-type biogenesis protein)	5.57E+06	5.43E+06	5.21E+06
SPO2317	Cytochrome c biogenesis ATP-binding export protein CcmA (EC 7.6.2.5) (Heme exporter protein A)	1.82E+06	1.76E+06	1.82E+06
SPO2318	Mth938-like domain-containing protein	1.09E+06	1.10E+06	1.09E+06
SPO2320	Protein-export membrane protein SecF	8.33E+06	8.23E+06	8.50E+06
SPO2321	Protein translocase subunit SecD	6.83E+06	6.65E+06	7.14E+06
SPO2322	Sec translocon accessory complex subunit YajC	1.44E+07	1.36E+07	1.54E+07
SPO2323	Small-conductance mechanosensitive channel	535922	458173	477302
SPO2325	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	1.42E+07	1.45E+07	1.51E+07
SPO2326	Helix-hairpin-helix DNA-binding motif class 1 domain-containing protein	1.50E+07	1.46E+07	1.39E+07
SPO2327	Fatty acid desaturase	593282	437003	471351
SPO2328	GTPase Der (GTP-binding protein EngA)	5.59E+06	5.67E+06	5.70E+06
SPO2329	PQQ enzyme repeat family protein	1.30E+07	1.40E+07	1.41E+07
SPO2330	Tetratricopeptide repeat-like domain-containing protein	2.27E+06	1.89E+06	2.18E+06
SPO2331	"Efflux transporter, RND family, MFP subunit"	3.87E+06	4.30E+06	4.70E+06
SPO2332	"Transporter, AcrB/AcrD/AcrF family"	2.01E+06	1.94E+06	2.09E+06
SPO2334	CAAX amino terminal protease family protein	382996	388256	353279
SPO2335	"ABC transporter, ATP-binding/permease protein"	1.13E+06	1.05E+06	1.03E+06
SPO2336	LysM domain protein	2.45E+06	2.45E+06	2.67E+06
SPO2337	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)	6.29E+06	6.32E+06	6.02E+06
SPO2338	RarD	520840	534502	449490
SPO2339	Enoyl-CoA hydratase/isomerase family protein	580203	545336	524713
SPO2340	Superoxide dismutase (EC 1.15.1.1)	5.50E+07	5.27E+07	5.64E+07
SPO2341	"Methyltransferase, FkbM family"	325934	290195	271456
SPO2341a	Unknown	3.78E+06	3.79E+06	3.52E+06
SPO2342	Uncharacterized protein	167621	173751	202345
SPO2343	Lipoprotein	1.98E+06	1.60E+06	1.55E+06
SPO2344	"Sarcosine oxidase, gamma subunit family"	4.28E+06	4.27E+06	4.13E+06
SPO2345	"Sarcosine oxidase, alpha subunit family"	9.56E+06	9.48E+06	8.93E+06
SPO2346	"Sarcosine oxidase, delta subunit family"	2.42E+06	2.44E+06	2.03E+06
SPO2347	TfoX N-terminal domain-containing protein	997716	1.05E+06	1.01E+06
SPO2348	"Sarcosine oxidase subunit beta (EC 1.5.3.24) (Sarcosine oxidase (5,10-methylenetetrahydrofolate-forming) subunit beta) (Tetrameric sarcosine oxidase subunit beta)"	5.76E+06	5.84E+06	5.49E+06
SPO2349	Cytochrome c-type biogenesis protein CycH	4.23E+06	4.01E+06	3.94E+06
SPO2350	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	3.35E+06	3.36E+06	2.95E+06
SPO2351	Fe-S protein	662111	686457	691624
SPO2353	Phytanoyl-CoA dioxygenase	1.05E+06	1.02E+06	1.00E+06
SPO2354	Probable membrane transporter protein	1.04E+06	1.01E+06	1.09E+06
SPO2355	Isethionate dissimilation regulator	2.18E+06	2.16E+06	2.08E+06
SPO2358	Isethionate TRAP transporter	467671	422164	432717
SPO2359	Isethionate dehydrogenase	256487	222909	233424
SPO2361	histidine kinase (EC 2.7.13.3)	765385	764882	779142
SPO2362	"Amino acid ABC transporter, periplasmic amino acid-binding protein"	696236	719505	734506
SPO2363	Phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	252724	271836	243562
SPO2364	"Amino acid ABC transporter, periplasmic amino acid-binding protein"	22327.4	27896.7	16668.7
SPO2365	"Amino acid ABC transporter, permease protein"
SPO2366	"Amino acid ABC transporter, permease protein"	140668		118298
SPO2367	"Amino acid ABC transporter, ATP-binding protein"	47461.2	58012.8	63089.5
SPO2368	Na/Pi-cotransporter family protein	703290	813135	779497
SPO2369	"DNA-binding response regulator, LuxR family"	1.13E+06	1.13E+06	1.04E+06
SPO2370	Sodium:alanine symporter family protein	806727	807410	934786
SPO2371	Universal stress protein family protein	2.45E+06	2.57E+06	3.02E+06
SPO2372	"Transcriptional regulator, AsnC family"	474046	434734	474673
SPO2373	VOC domain-containing protein	1.17E+06	1.04E+06	1.16E+06
SPO2374	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	3.01E+06	3.14E+06	2.95E+06
SPO2376	CoA-binding domain protein	250370	282109	290492
SPO2377	Ferredoxin	37026.1	42123.5	42093.2
SPO2378	"Selenium-binding protein, putative"	369219	340569	334397
SPO2381	"Transcriptional regulator, LysR family"	449071	444439	482169
SPO2382	Tricarboxylate transporter family protein	1.85E+06	1.51E+06	1.92E+06
SPO2383	"Membrane protein, putative"	136779		133178
SPO2385	"Benzaldehyde lyase, putative"	267838	256200	250838
SPO2386	Transthyretin/hydroxyisourate hydrolase domain-containing protein	37811.8	35552.3	41947
SPO2387	"Oxidoreductase, FAD-binding protein"	145457	129680	126272
SPO2389	"Oxidoreductase, molybdopterin-binding protein"	2.44E+06	2.40E+06	2.35E+06
SPO2393	"Carbon monoxide dehydrogenase G protein, putative"	205090	249483	244210
SPO2394	Carbon monoxide dehydrogenase F protein	29674.7	53909.3	46827.6
SPO2395	Carbon monoxide dehydrogenase E protein
SPO2396	Carbon monoxide dehydrogenase D protein	177725	180758	146941
SPO2397	"Carbon monoxide dehydrogenase, large subunit (EC 1.2.99.2)"	386383	727189	569712
SPO2398	"Carbon monoxide dehydrogenase, small subunit (EC 1.2.99.2)"	304148	562991	515775
SPO2399	"Carbon monoxide dehydrogenase, medium subunit (EC 1.2.99.2)"	215967	427753	384436
SPO2400	Carbon monoxide dehydrogenase operon C protein	403352	390754	372073
SPO2401	Type I secretion target repeat protein	107043	63030	109532
SPO2409	"Oxidoreductase, short chain dehydrogenase/reductase family"	1.16E+06	1.27E+06	1.24E+06
SPO2410	"Dihydroxy-acid dehydratase, putative"	994931	923383	1.05E+06
SPO2411	Uncharacterized protein	201994	202496	239482
SPO2412	"Aldolase, putative"	554224	487171	553310
SPO2413	"Oxidoreductase, short chain dehydrogenase/reductase family"	355751	429460	402275
SPO2414	Mandelate racemase/muconate lactonizing enzyme family protein	421780	452805	518669
SPO2415	Phytanoyl-CoA dioxygenase family protein	144289	149026	137284
SPO2416	3-hydroxyisobutyrate dehydrogenase family protein	31113.5	20785.2	20679
SPO2417	Gluconate 5-dehydrogenase (EC 1.1.1.69)	498840	507114	525584
SPO2418	Cysteine/O-acetylserine efflux protein			54277.7
SPO2419	Fumarylacetoacetase-like C-terminal domain-containing protein	557537	574519	614045
SPO2420	KDG kinase	562343	604827	556752
SPO2421	NAD-dependent epimerase/dehydratase domain-containing protein	577344	607476	627531
SPO2422	D-isomer specific 2-hydroxyacid dehydrogenase family protein	1.60E+06	1.64E+06	1.68E+06
SPO2424	L-idonate 5-dehydrogenase (EC 1.1.1.264)	710759	690305	659766
SPO2425	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	126525	112205	109284
SPO2427	"Oxidoreductase, short chain dehydrogenase/reductase family"	603425	643528	600763
SPO2428	6-phosphogluconate dehydrogenase domain protein	726686	727515	798683
SPO2429	"Oxidoreductase, Gfo/Idh/MocA family"	71083.2	54855.8	50090.4
SPO2430	"Hydrolase, UxaA family"	219534	184121	193394
SPO2431	"TRAP dicarboxylate transporter, DctM subunit"	61284	55489.5	63773.1
SPO2433	"TRAP dicarboxylate transporter, DctP subunit, putative"	273534	272625	322229
SPO2434	"Transcriptional regulator, GntR family"	3.03E+06	2.87E+06	2.84E+06
SPO2435	Fumarylacetoacetate hydrolase family protein	1.31E+07	1.44E+07	1.50E+07
SPO2436	FAD dependent oxidoreductase/aminomethyl transferase	320319	343796	369426
SPO2437	Asp/Glu/Hydantoin racemase family protein	165893	140123	176074
SPO2438	Phytanoyl-CoA dioxygenase family protein	271103	295385	227415
SPO2439	"Transcriptional regulator, GntR family"	384405	408598	400289
SPO2440	"Metallopeptidase, family M24"	799373	818540	895488
SPO2441	"Glycine betaine/proline ABC transporter, periplasmic glycine betaine/proline-binding protein"	583066	584513	663867
SPO2442	"Glycine betaine/proline ABC transporter, permease protein"	232361	233251	209231
SPO2443	"Glycine betaine/proline ABC transporter, ATP-binding protein"	444227	375952	378226
SPO2444	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	8.03E+07	8.40E+07	8.87E+07
SPO2445	Bcr/CflA family efflux transporter	31398.5	24127.6	19317.9
SPO2446	"ABC transporter, ATP-binding protein"	2.33E+06	2.38E+06	2.29E+06
SPO2447	"Acetyltransferase, GNAT family"	1.06E+06	1.27E+06	1.23E+06
SPO2448	UPF0056 inner membrane protein	83475.1	105237	113439
SPO2449	Peptidase A2 domain-containing protein	1.75E+06	1.74E+06	1.63E+06
SPO2450	Asp/Glu/Hydantoin racemase family protein	562940	542544	542248
SPO2451	"Acyltransferase, putative"	753773	692679	675756
SPO2452	"DNA polymerase III, chi subunit, putative"	935758	891430	930569
SPO2453	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	1.48E+07	1.46E+07	1.54E+07
SPO2454	"Permease, YjgP/YjgQ family"	1.04E+06	1.04E+06	1.01E+06
SPO2455	LPS-assembly protein LptD	2.84E+06	2.71E+06	2.70E+06
SPO2456	Parvulin-like PPIase (Peptidyl-prolyl cis-trans isomerase plp) (Rotamase plp)	7.57E+06	7.73E+06	7.87E+06
SPO2457	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	2.08E+06	2.08E+06	2.01E+06
SPO2458	"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)"	2.18E+06	2.07E+06	2.21E+06
SPO2459	DUF4167 domain-containing protein	1.54E+07	1.57E+07	1.56E+07
SPO2460	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	1.02E+06	1.00E+06	1.07E+06
SPO2461	Peptide chain release factor 1 (RF-1)	2.78E+06	3.00E+06	3.14E+06
SPO2462	Uncharacterized protein	13237.7	13845.9	14074.9
SPO2463	DUF1499 domain-containing protein	698105	741731	760858
SPO2464	Agmatinase (EC 3.5.3.11)	2.70E+06	2.69E+06	2.84E+06
SPO2465	HTH hxlR-type domain-containing protein	167530	132861	161170
SPO2466	Glyoxalase family protein	382057	341474	305194
SPO2467	Agmatinase (EC 3.5.3.11)	3.61E+06	3.46E+06	3.59E+06
SPO2468	Amidohydrolase family protein	3.86E+06	3.50E+06	3.74E+06
SPO2469	MazG family protein	3.70E+06	3.79E+06	3.67E+06
SPO2470	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	3.00E+06	3.11E+06	3.08E+06
SPO2471	"Acetyltransferase, GNAT family"	833066	822827	846688
SPO2473	(S)-2-haloacid dehalogenase (EC 3.8.1.2) (2-haloalkanoic acid dehalogenase) (Halocarboxylic acid halidohydrolase) (L-2-haloacid dehalogenase)	1.47E+06	1.48E+06	1.44E+06
SPO2474	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	5.14E+07	5.08E+07	5.12E+07
SPO2475	"Membrane protein, putative"	264835	204904	215572
SPO2476	"Lipoprotein, putative"	787301	809769	772867
SPO2477	Ferric uptake regulation protein	3.73E+06	3.88E+06	3.56E+06
SPO2478	RNA helicase	1.12E+07	1.16E+07	1.11E+07
SPO2479	DUF985 domain-containing protein	1.98E+06	1.68E+06	1.71E+06
SPO2480	Protein adenylyltransferase SelO (EC 2.7.7.108)	3.30E+06	3.37E+06	3.45E+06
SPO2482	Endonuclease/exonuclease/phosphatase family protein	607786	546156	574722
SPO2483	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	1.70E+06	1.76E+06	1.72E+06
SPO2484	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	1.28E+07	1.31E+07	1.37E+07
SPO2486	BioF2-like acetyltransferase domain-containing protein
SPO2487	"3-hydroxyacyl-CoA dehydrogenase, type II (EC 1.1.1.35)"	2.92E+06	2.95E+06	3.21E+06
SPO2488	"ABC transporter, ATP-binding protein"	1.79E+06	1.73E+06	1.76E+06
SPO2489	L-ornithine N(alpha)-acyltransferase (EC 2.3.2.30)	748191	582102	576108
SPO2490	"Lipoprotein, SmpA/OmlA family"	7.43E+06	8.40E+06	8.56E+06
SPO2491	DUF177 domain-containing protein	1.57E+06	1.72E+06	1.84E+06
SPO2492	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	4.35E+06	4.25E+06	5.32E+06
SPO2493	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	3.20E+06	3.26E+06	3.13E+06
SPO2494	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)	1.05E+07	1.07E+07	1.07E+07
SPO2495	Integration host factor subunit alpha (IHF-alpha)	1.93E+07	1.79E+07	1.81E+07
SPO2496	"Transcriptional regulator, MerR family"	3.51E+06	3.86E+06	3.76E+06
SPO2498	2''-deoxycytidine 5''-triphosphate deaminase-like protein	4.15E+06	3.96E+06	4.17E+06
SPO2499	Uncharacterized protein	1.86E+06	1.85E+06	1.98E+06
SPO2500	Segregation and condensation protein B	4.02E+06	4.02E+06	3.87E+06
SPO2501	Segregation and condensation protein A	2.37E+06	2.15E+06	2.24E+06
SPO2502	beta-N-acetylhexosaminidase (EC 3.2.1.52)	4.61E+06	4.58E+06	4.52E+06
SPO2503	SPOR domain-containing protein	5.26E+06	5.19E+06	5.77E+06
SPO2504	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	1.23E+07	1.24E+07	1.25E+07
SPO2505	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	2.66E+06	2.62E+06	2.51E+06
SPO2506	Iron-sulfur cluster assembly family protein	3.51E+06	3.79E+06	4.14E+06
SPO2507	"Membrane protein, putative"	62884.2	42782.2	35461.5
SPO2509	Exodeoxyribonuclease III (EC 3.1.11.2)	7.86E+06	8.27E+06	8.43E+06
SPO2510	Salicylate hydroxylase (EC 1.14.13.1)	1.01E+06	918092	807918
SPO2511	RNA polymerase-binding transcription factor DksA	7.84E+06	8.88E+06	9.47E+06
SPO2512	"ATPase, AAA family"	7.15E+06	6.64E+06	6.67E+06
SPO2513	Lipoprotein	2.90E+06	3.05E+06	3.13E+06
SPO2515	VWA containing CoxE family protein	1.64E+06	1.56E+06	1.48E+06
SPO2516	Lipoprotein	404650	593917	860760
SPO2517	"Peptidase, M48 family"	1.22E+06	1.29E+06	1.27E+06
SPO2518	Bacterial luciferase family protein	1.87E+06	1.87E+06	1.83E+06
SPO2519	PIN domain-containing protein	1.07E+06	1.09E+06	1.13E+06
SPO2520	PUA domain-containing protein	3.83E+06	3.55E+06	3.56E+06
SPO2521	"Lipoprotein, putative"	1.16E+06	1.14E+06	1.16E+06
SPO2522	Uncharacterized protein	865584	766454	811188
SPO2523	Glutamate-ammonia ligase adenylyltransferase (EC 2.7.7.42)	2.85E+06	2.69E+06	2.41E+06
SPO2524	YbaK/prolyl-tRNA synthetases domain protein	402486	401491	429784
SPO2527	6-aminohexanoate-cyclic-dimer hydrolase (EC 3.5.2.12)	577194	565131	630899
SPO2528	AMP-binding enzyme	376474	347104	330382
SPO2529	Amidohydrolase 3 domain-containing protein	179456	218435	193931
SPO2530	"Branched-chain amino acid ABC transporter, permease protein"	14162.8
SPO2532	"Branched-chain amino acid ABC transporter, ATP-binding protein"		31438	45094.2
SPO2533	"Branched-chain amino acid ABC transporter, ATP-binding protein"		17958	19069.7
SPO2534	"Branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein, putative"	134743	147838	136010
SPO2535	Histone deacetylase/AcuC/AphA family protein	17743.1	32608.1	20777.4
SPO2536	"Transcriptional regulator, LuxR family"	266776	251029	229869
SPO2538	Acyl-CoA dehydrogenase famiy protein	386594	362916	340452
SPO2539	AMP-binding enzyme	602195	508287	568751
SPO2540	"Carbamoyl-phosphate synthase, putative"	292210	317036	315047
SPO2541	"Propionyl-CoA carboxylase, putative"	73622.4	62316.1	60984.5
SPO2543	"Transcriptional regulator, GntR family"	3.13E+06	3.32E+06	3.18E+06
SPO2544	Amidohydrolase family protein	489164	544258	503920
SPO2545	"TRAP dicarboxylate transporter, DctP subunit, putative"	245209	236753	243639
SPO2548	"Oxidoreductase, zinc-binding dehydrogenase family"	734189	777958	791797
SPO2549	Phosphotransferase family protein	46817	33276.6	45832.1
SPO2550	"Transcriptional regulator, GntR family"	1.25E+06	1.20E+06	1.31E+06
SPO2551	"Peptide/opine/nickel uptake family ABC transporter, ATP-binding protein"	143062	91883.2	92693.1
SPO2552	"Peptide/opine/nickel uptake family ABC transporter, permease/ATP-binding protein"	260444	222869	226953
SPO2553	"Peptide/opine/nickel uptake family ABC transporter, permease protein"
SPO2554	"Peptide/opine/nickel uptake family ABC transporter, periplasmic substrate-binding protein"	227816	200280	234818
SPO2555	Major pilin protein fimA	45863.5	45079.7	42441.4
SPO2556	"N-carbamyl-L-amino acid amidohydrolase, putative"	51598.3	50210.8	55468.8
SPO2559	Gluconolactonase (EC 3.1.1.17)
SPO2560	L-threonate dehydrogenase (EC 1.1.1.411)	1.93E+06	1.89E+06	1.93E+06
SPO2561	3-oxo-tetronate kinase (EC 2.7.1.217) (3-dehydrotetronate 4-kinase)	1.30E+06	1.24E+06	1.22E+06
SPO2562	3-oxo-tetronate 4-phosphate decarboxylase (EC 4.1.1.104)	1.92E+06	1.97E+06	2.00E+06
SPO2563	"Hydroxypyruvate isomerase, putative"	1.77E+06	1.78E+06	1.72E+06
SPO2565	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	700260	672754	686207
SPO2566	Glyoxalase family protein	1.48E+06	1.52E+06	1.38E+06
SPO2567	DUF2852 domain-containing protein	1.06E+06	931654	1.15E+06
SPO2568	RDD family protein	1.01E+06	948884	1.12E+06
SPO2569	Aspartate/glutamate leucyltransferase (EC 2.3.2.29)	935010	956967	938097
SPO2570	Glyoxalase family protein	2.98E+06	2.65E+06	2.58E+06
SPO2571	"TRAP transporter, DctM subunit, putative"	1.69E+07	1.73E+07	1.79E+07
SPO2572	TRAP transporter small permease protein	7.52E+06	6.86E+06	6.77E+06
SPO2573	"Bacterial extracellular solute-binding protein, family 7"	8.99E+07	9.50E+07	1.02E+08
SPO2574	Oxygen sensor histidine kinase NreB (EC 2.7.13.3) (Nitrogen regulation protein B)	1.28E+06	1.23E+06	1.26E+06
SPO2575	"DNA-binding response regulator, LuxR family"	3.05E+06	3.06E+06	3.09E+06
SPO2576	"Transcriptional regulator, TetR family"	217464	193464	211092
SPO2577	"Membrane protein, putative"	141991	118789	126126
SPO2578	Acetolactate synthase (EC 2.2.1.6)	1.61E+07	1.56E+07	1.54E+07
SPO2579	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	2.09E+07	2.08E+07	2.07E+07
SPO2580	Uncharacterized protein	137193	141386	130727
SPO2581	"DNA-binding protein, putative"	1.25E+06	1.12E+06	1.12E+06
SPO2582	"Membrane protein, putative"	1.40E+06	1.61E+06	1.28E+06
SPO2583	Amidase family protein	6.15E+06	5.88E+06	6.18E+06
SPO2584	Glyoxalase family protein	530745	535287	522793
SPO2585	Peptide chain release factor 2 (RF-2)	8.20E+06	8.65E+06	8.76E+06
SPO2587	Penicillin-binding protein 1A (EC 2.4.99.28) (EC 3.4.16.4)	1.05E+07	1.02E+07	1.04E+07
SPO2588	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	2.03E+06	1.89E+06	1.94E+06
SPO2589	Aminotransferase (EC 2.6.1.-)	5.27E+06	5.06E+06	5.20E+06
SPO2590	"Peptidase, M48 family"	2.73E+06	2.87E+06	2.78E+06
SPO2591	"27 kDa outer membrane protein, putative"	1.33E+07	1.37E+07	1.54E+07
SPO2592	"Beta-lactamase, putative"	188057	187970	191457
SPO2594	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	6.80E+06	6.67E+06	6.57E+06
SPO2595	Cytoskeleton protein RodZ-like C-terminal domain-containing protein	1.46E+06	1.40E+06	1.56E+06
SPO2596	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	3.87E+06	3.86E+06	3.04E+06
SPO2597	"Peptidase, M20/M25/M40 family"	1.65E+07	1.66E+07	1.72E+07
SPO2598	Glycosyl transferase family 2	2.22E+06	2.02E+06	2.07E+06
SPO2601	Pirin domain protein	430947	473677	466037
SPO2602	"Transcriptional regulator, RpiR family"	822311	687323	795101
SPO2603	N-formylglutamate amidohydrolase family protein	645733	551536	595627
SPO2604	TRAP transporter small permease protein	122820	108080	108890
SPO2605	"TRAP dicarboxylate transporter, DctM subunit"	481505	457192	514559
SPO2606	"Bacterial extracellular solute-binding protein, family 7"	1.10E+07	1.08E+07	1.10E+07
SPO2607	"Gamma-glutamylisopropylamide synthetase, putative"	2.93E+06	2.67E+06	2.72E+06
SPO2608	"Aldehyde dehydrogenase, putative"	3.95E+06	3.81E+06	3.86E+06
SPO2609	"Alcohol dehydrogenase, iron-containing"	5.15E+06	5.64E+06	5.91E+06
SPO2610	Porin domain-containing protein	4.05E+06	4.09E+06	4.09E+06
SPO2612	"DNA-binding protein HU, putative"	1.10E+07	1.11E+07	1.14E+07
SPO2613	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	1.53E+07	1.58E+07	1.64E+07
SPO2614	Lipocalin-like domain-containing protein	2.59E+06	2.66E+06	2.90E+06
SPO2615	"NADH-dependent flavin oxidoreductase, Oye family"	1.34E+08	1.34E+08	1.44E+08
SPO2616	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	3.38E+06	3.39E+06	3.38E+06
SPO2617	SPFH domain/band 7 family protein	7.92E+06	8.39E+06	9.43E+06
SPO2618	NfeD-like C-terminal domain-containing protein	2.18E+06	2.85E+06	3.15E+06
SPO2619	MIP18 family-like domain-containing protein	772438	424782	615350
SPO2620	Iron-sulfur cluster assembly accessory protein	2.73E+06	2.83E+06	2.82E+06
SPO2621	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	6.64E+06	6.18E+06	6.58E+06
SPO2622	"Acetyltransferase, GNAT family"	698369	665166	740321
SPO2624	"Transcriptional regulator, AsnC family"	964617	952750	1.01E+06
SPO2625	Methyltransferase type 11 domain-containing protein	406488	430167	429150
SPO2626	"TRAP transporter, DctM subunit"	133456	101085	127847
